Dates,GSPL.NS Y,GUJGASLTD.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of GUJGASLTD.NS X,Effective Margin of GSPL.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of GSPL.NS X,Effective Investment of GSPL.NS Y,Multiplier X,Multiplier Y
2022-05-12,259.54998779296875,566.9500122070312,-1.935321374622072,-25.984830200079728,285.5348179930485,,0.0063215574529123,1.0,1069.5500183105469,10.69550018310547,5.689500122070313,5.006000061035156,139.0,8.91029093347893,95.30001831054688,891.0290933478927,20.300018310546875,75.0,568.9500122070312,500.6000061035156,1.0,2.0
2022-05-13,250.3000030517578,568.9500122070312,-2.6460773918739604,-35.78166958914517,286.081672640903,-1.0,0.0101943624542974,,,,,5.510999755859375,,,,,,,481.0499877929688,551.0999755859375,1.0,2.0
2022-05-16,256.75,560.25,-1.9525326066845217,-26.505809166484937,283.25580916648494,,0.0072483042839824,,,,,,,,,,,,,,,
2022-05-17,263.29998779296875,555.9500122070312,-1.363669067391592,-18.546889669172515,281.84687746214126,,0.0052227495378874,,,,,,,,,,,,,,,
2022-05-18,266.0,573.7000122070312,-1.5715337158827016,-21.424026068521016,287.424026068521,,0.0060408546084943,,,,,,,,,,,,,,,
2022-05-19,263.1000061035156,559.3499755859375,-1.4437401110079733,-19.72142363081889,282.8214297343345,,0.0052175531902165,,,,,,,,,,,,,,,
2022-05-20,272.6000061035156,570.5499877929688,-1.005024676019462,-13.738280743175435,286.33828684669106,,0.0025586806457837,,,,,,,,,,,,,,,
2022-05-23,264.79998779296875,552.4500122070312,-1.1513603739602167,-15.749033977884949,280.5490217708537,,0.0029704054786958,Individual Breakup,,Lot GSPL.NS Y,Lot  GUJGASLTD.NS X,Total Profit,Total Trade,,,,,,,,,
2022-05-24,264.6499938964844,546.2999877929688,-1.0163363723936216,-13.901880183809908,278.5518740802943,,0.0032732783245737,Margin of GUJGASLTD.NS X,Margin of GSPL.NS Y,1,19.4000244140625,76.89999389648438,1,,,,,,,,,
2022-05-25,257.75,538.5,-1.33473112912564,-18.264665172037557,276.01466517203755,,0.0039754171626021,1,1,,,,,,,,,,,,,
2022-05-26,261.45001220703125,541.5,-1.131074510398407,-15.462587946886003,276.91260015391725,,0.0021644198710255,,,,,,,,,,,,,,,
2022-05-27,257.70001220703125,554.0499877929688,-1.6944391295066372,-23.13437972458206,280.8343919316133,,0.0028366215103531,,,,,,,,,,,,,,,
2022-05-30,259.45001220703125,556.2000122070312,-1.6117629480501712,-21.99945692515928,281.44946913219053,,0.0025194002213898,,,,,,,,,,,,,,,
2022-05-31,254.5,559.2999877929688,-2.036428368322125,-27.859189809991904,282.3591898099919,,0.0037340743177391,,,,,,,,,,,,,,,
2022-06-01,253.5500030517578,561.4000244140625,-2.142134874414088,-29.39786324865986,282.9478663004177,,0.0037207669943394,,,,,,,,,,,,,,,
2022-06-02,254.3500061035156,572.2999877929688,-2.3270717191701404,-31.9886984629822,286.3387045664978,,0.0037955256276418,,,,,,,,,,,,,,,
2022-06-03,255.0500030517578,556.8499755859375,-1.909615184679053,-26.254754398698992,281.3047574504568,,0.0031196824679298,,,,,,,,,,,,,,,
2022-06-06,253.6000061035156,551.5999755859375,-1.8873638681574452,-25.932194114784863,279.5322002183005,,0.0033014934227125,,,,,,,,,,,,,,,
2022-06-07,247.0500030517578,526.0999755859375,-1.761760050767533,-24.204570292907988,271.2545733446658,,0.002293360568068,,,,,,,,,,,,,,,
2022-06-08,242.25,489.1000061035156,-1.2408353590081378,-17.009454332530936,259.25945433253094,,0.0013051082267799,,,,,,,,,,,,,,,
2022-06-09,240.8000030517578,499.9500122070313,-1.5968652312461995,-21.84592978983557,262.6459328415934,,0.0018613232265784,,,,,,,,,,,,,,,
