Dates,HDFCLIFE.NS Y,ICICIPRULI.NS X,Standard Residual,Residual,Y Predicted,Signal,Trades,Investments,Net Investments,Effective Margin of ICICIPRULI.NS X,Effective Margin of HDFCLIFE.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of HDFCLIFE.NS X,Effective Investment of HDFCLIFE.NS Y,Multiplier X,Multiplier Y
2023-01-16,604.2000122070312,477.5499877929688,0.2103255245756415,12.719144042970813,591.4808681640604,,,,,,,,,,,,,,,,
2023-01-17,609.4500122070312,484.7999877929688,0.2403281703749656,14.50642444764128,594.94358775939,,,,,,,,,,,,,,,,
2023-01-18,601.0499877929688,487.3500061035156,0.0836236886700423,5.037119670947959,596.0128681220208,,,,,,,,,,,,,,,,
2023-01-19,605.25,483.4500122070313,0.1904366661163198,11.442847993906412,593.8071520060936,,,,,,,,,,,,,,,,
2023-01-20,590.5499877929688,470.7000122070313,0.0591134568881503,3.5416758915107494,587.008311901458,,,,,,,,,,,,,,,,
2023-01-23,589.2000122070312,474.7000122070313,0.0071121481325447,0.4253091371228947,588.7747030699084,,,,,,,,,,,,,,,,
2023-01-24,589.5499877929688,469.9500122070313,0.0580007109164014,3.4620622463432937,586.0879255466255,,,,,,,,,,,,,,,,
2023-01-25,585.0499877929688,464.1499938964844,0.0374402551019881,2.230150363241364,582.8198374297274,,,,,,,,,,,,,,,,
2023-01-27,587.7000122070312,465.25,0.0770331713120098,4.58134770657216,583.1186645004591,,,,,,,,,,,,,,,,
2023-01-30,587.9500122070312,454.5,0.1807592391983988,10.7233362946356,577.2266759123956,,,,,,,,,,,,,,,,
2023-01-31,578.8499755859375,452.3999938964844,0.0529560110782731,3.1316279260569218,575.7183476598806,,,,,,,,,,,,,,,,
2023-02-01,515.7000122070312,401.9500122070313,-0.5567281502064207,-32.769056623534766,548.469068830566,,,,,,,,,,,,,,,,
2023-02-02,492.7000122070313,409.4500122070313,-0.9965420200914002,-58.57076357509038,551.2707757821216,,,,,,,,,,,,,,,,
2023-02-03,488.8999938964844,418.0,-1.1209031057082497,-65.82819894856857,554.728192845053,,,,,,,,,,,,,,,,
2023-02-06,482.0499877929688,429.1499938964844,-1.3213454963090188,-77.56508702524843,559.6150748182172,,,,,,,,,,,,,,,,
2023-02-07,482.9500122070313,426.0499877929688,-1.2601986628601247,-73.8745034450958,556.824515652127,,,,,,,,,,,,,,,,
2023-02-08,508.5499877929688,436.3999938964844,-0.9070703671332316,-53.018471552834285,561.568459345803,,,,,,,,,,,,,,,,
2023-02-09,518.6500244140625,437.25,-0.7294271681337712,-42.42873022596029,561.0787546400228,,,,,,,,,,,,,,,,
2023-02-10,522.5499877929688,437.5499877929688,-0.6544443891409625,-37.91328747315072,560.4632752661195,,,,,,,,,,,,,,,,
2023-02-13,514.5,437.3999938964844,-0.7803080097645692,-45.02910839371884,559.5291083937188,,,,,,,,,,,,,,,,
2023-02-14,512.0499877929688,436.2999877929688,-0.8003476281642592,-46.05108361469468,558.1010714076634,,,,,,,,,,,,,,,,
2023-02-15,519.0999755859375,438.75,-0.6919533776913599,-39.70191366052086,558.8018892464584,,,,,,,,,,,,,,,,
2023-02-16,514.5999755859375,428.5,-0.6553319215876969,-37.4464202888613,552.0463958747988,,,,,,,,,,,,,,,,
2023-02-17,504.25,417.5499877929688,-0.7110649591465986,-40.4262680355572,544.6762680355572,,,,,,,,,,,,,,,,
2023-02-20,507.9500122070313,420.5,-0.6633313470773802,-37.54861127229083,545.4986234793221,,,,,,,,,,,,,,,,
2023-02-21,501.0499877929688,418.4500122070313,-0.7482302442291512,-42.18806958532309,543.2380573782918,,,,,,,,,,,,,,,,
2023-02-22,494.4500122070313,410.9500122070313,-0.7691192432679977,-43.139651820885774,537.589664027917,,,,,,,,,,,,,,,,
2023-02-23,486.8500061035156,402.5,-0.7962506482893279,-44.38681958870575,531.2368256922214,,,,,,,,,,,,,,,,
2023-02-24,482.8500061035156,399.7000122070313,-0.819177827161466,-45.32773342597147,528.1777395294871,,,,,,,,,,,,,,,,
2023-02-27,488.7000122070313,405.2000122070313,-0.7562060031056211,-41.63234723441883,530.3323594414501,,,,,,,,,,,,,,,,
2023-02-28,488.7999877929688,408.8999938964844,-0.7796640185741073,-42.70621663476789,531.5062044277366,,,,,,,,,,,,,,,,
2023-03-01,489.75,407.8500061035156,-0.7340806237175884,-39.94042702784464,529.6904270278446,,,,,,,,,,,,,,,,
2023-03-02,482.7999877929688,398.4500122070313,-0.7366732985055693,-39.79585997801655,522.5958477709853,,,,,,,,,,,,,,,,
2023-03-03,489.9500122070313,405.5499877929688,-0.6753403753733088,-36.28715306391348,526.2371652709447,,,,,,,,,,,,,,,,
2023-03-06,490.1499938964844,405.3999938964844,-0.6549070639553319,-34.96159312366808,525.1115870201525,,,,,,,,,,,,,,,,
2023-03-08,495.2000122070313,407.4500122070313,-0.5699712678902692,-30.19875205074709,525.3987642577783,,,,,,,,,,,,,,,,
2023-03-09,491.25,397.6000061035156,-0.5071743989924214,-26.608084453690932,517.8580844536909,,,,,,,,,,,,,,,,
2023-03-10,490.25,394.0,-0.4649231547380698,-24.17391652395372,514.4239165239537,,,,,,,,,,,,,,,,
2023-03-13,478.9500122070313,392.7000122070313,-0.6457521857659745,-33.30171935186934,512.2517315589006,,,,,,,,,,,,,,,,
2023-03-14,470.5499877929688,387.0499877929688,-0.7123127811725645,-36.41455839868536,506.9645461916541,,,,,,,,,,,,,,,,
2023-03-15,466.7000122070313,384.0499877929688,-0.7231047049511414,-36.62557028611417,503.3255824931454,,,,,,,,,,,,,,,,
